domain,primary_email,email_2,email_3,all_emails,email_source_url,pages_checked,source,status,niche,confidence,review_flag,review_reason,contact_form,contact_form_url,wayback_snapshot_date,date_scraped
mjakmama24.pl,mjakmama24@grupazpr.pl,,,mjakmama24@grupazpr.pl,https://mjakmama24.pl,12,scraper,needs_manual_check,Lifestyle,medium,yes,domain_mismatch,,,,23/06/2026
bryla.pl,,,,,,0,blocked:pub,skipped_irrelevant,Bar / Pub,,,,,,,23/06/2026
24kurier.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
iap.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
otwartawarszawa.pl,,,,,,12,,no_email_found,Technology,,yes,no_email_found,,,,23/06/2026
inwestycje.pl,biuro@inwestycje.pl,redakcja@inwestycje.pl,reklama@inwestycje.pl,biuro@inwestycje.pl | redakcja@inwestycje.pl | reklama@inwestycje.pl,https://inwestycje.pl,12,scraper,verified,Technology,high,,,,,,23/06/2026
elektroda.pl,,,,,,6,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
prombank.pl,,,,,,12,,no_email_found,Finance / Business,,yes,no_email_found,,,,23/06/2026
pieknykrakow.pl,,,,,,12,,no_email_found,Lifestyle,,yes,no_email_found,,,,23/06/2026
wylecz.to,magdalena.bloch@wylecz.to,,,magdalena.bloch@wylecz.to,https://wylecz.to,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
hawkly.pl,,,,,,12,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
chillizet.pl,,,,,,0,blocked:pub,skipped_irrelevant,Bar / Pub,,,,,,,23/06/2026
swinoujscie.info.pl,biuro@akcept.eu,,,biuro@akcept.eu,https://swinoujscie.info.pl/contact,12,scraper,needs_manual_check,Blog / Content Site,medium,yes,domain_mismatch,Yes,https://swinoujscie.info.pl/contact,,23/06/2026
dobrzemieszkaj.pl,kontakt@ptwp.pl,,,kontakt@ptwp.pl,https://dobrzemieszkaj.pl,12,scraper,needs_manual_check,Technology,medium,yes,domain_mismatch,,,,23/06/2026
glamour.pl,,,,,,12,smtp_catchall,no_email_found,Lifestyle,low,yes,smtp_catchall,,,,23/06/2026
radiokielce.pl,radio@radiokielce.pl,internet@radiokielce.pl,,radio@radiokielce.pl | internet@radiokielce.pl,https://radiokielce.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
bitcoin.pl,redakcja@bitcoin.pl,pawel.binkowski@bitcoin.pl,konrad@bitcoin.pl,redakcja@bitcoin.pl | pawel.binkowski@bitcoin.pl | konrad@bitcoin.pl,https://bitcoin.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
inzynieria.com,news@inzynieria.com,,,news@inzynieria.com,,12,smtp_guess,needs_manual_check,Technology,low,yes,smtp_guess,Yes,https://inzynieria.com,,23/06/2026
biznesalert.pl,redakcja@biznesalert.pl,,,redakcja@biznesalert.pl,https://biznesalert.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,Yes,https://biznesalert.pl,,23/06/2026
gdziewesele.pl,info@gdziewesele.pl,,,info@gdziewesele.pl,https://gdziewesele.pl,12,scraper,verified,Blog / Content Site,high,,,Yes,https://gdziewesele.pl,,23/06/2026
mitles.pl,,,,,,12,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
cyberdefence24.pl,,,,,,12,,no_email_found,Technology,,yes,no_email_found,,,,23/06/2026
zachod.pl,,,,,,0,blocked:pub,skipped_irrelevant,Bar / Pub,,,,,,,23/06/2026
swietokrzyskie.cozadzien.pl,,,,,,12,,no_email_found,Technology,,yes,no_email_found,,,,23/06/2026
bank.pl,,,,,,12,smtp_catchall,no_email_found,Technology,low,yes,smtp_catchall,,,,23/06/2026
gazetapolska.pl,,,,,,12,smtp_catchall,no_email_found,Technology,low,yes,smtp_catchall,,,,23/06/2026
ciechanow.cozadzien.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
cozadzien.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,Yes,https://cozadzien.pl,,23/06/2026
gwiazdor.pl,,,,,,12,,no_email_found,Blog / Content Site,,yes,no_email_found,,,,23/06/2026
sztuka-architektury.pl,,,,,,12,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
ceo.com.pl,redakcja@ceo.com.pl,,,redakcja@ceo.com.pl,https://ceo.com.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
praca.nowiny.pl,,,,,,6,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
kultura.dlastudenta.pl,,,,,,12,,no_email_found,Entertainment,,yes,no_email_found,,,,23/06/2026
forumakademickie.pl,,,,,,12,,no_email_found,Technology,,yes,no_email_found,,,,23/06/2026
planujemywesele.pl,,,,,,12,smtp_catchall,no_email_found,Blog / Content Site,low,yes,smtp_catchall,Yes,https://planujemywesele.pl,,23/06/2026
lovekrakow.pl,,,,,,12,,no_email_found,Technology,,yes,no_email_found,,,,23/06/2026
itwiz.pl,,,,,,12,,no_email_found,Technology,,yes,no_email_found,Yes,https://itwiz.pl/contact,,23/06/2026
slowowroclawian.pl,,,,,,12,,no_email_found,Technology,,yes,no_email_found,,,,23/06/2026
wroclaw.dlastudenta.pl,,,,,,12,,no_email_found,Entertainment,,yes,no_email_found,,,,23/06/2026
facet.dlastudenta.pl,,,,,,12,,no_email_found,Technology,,yes,no_email_found,,,,23/06/2026
24tp.pl,w.bukowski1985@gmail.com,,,w.bukowski1985@gmail.com,https://24tp.pl,12,scraper,needs_manual_check,General / Other,medium,yes,unclassified_niche; domain_mismatch,,,,23/06/2026
muzyka.dlastudenta.pl,,,,,,12,,no_email_found,Technology,,yes,no_email_found,,,,23/06/2026
maturzysta.dlastudenta.pl,,,,,,12,,no_email_found,Technology,,yes,no_email_found,,,,23/06/2026
prk24.pl,,,,,,0,blocked:pub,skipped_irrelevant,Bar / Pub,,,,,,,23/06/2026
dlapilota.pl,info@vipersd4.pl,,,info@vipersd4.pl,https://dlapilota.pl,12,scraper,needs_manual_check,Blog / Content Site,medium,yes,domain_mismatch,Yes,https://dlapilota.pl/contact,,23/06/2026
olsztyn.dlastudenta.pl,,,,,,12,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
warszawa.dlastudenta.pl,,,,,,12,,no_email_found,Entertainment,,yes,no_email_found,,,,23/06/2026
weszlo.com,,,,,,12,smtp_catchall,no_email_found,,low,yes,unclassified_niche; smtp_catchall,,,,23/06/2026
polskaniezwykla.pl,admin@polskaniezwykla.pl,pn@polskaniezwykla.pl,,admin@polskaniezwykla.pl | pn@polskaniezwykla.pl,https://polskaniezwykla.pl,12,scraper,verified,Technology,high,,,Yes,https://polskaniezwykla.pl,,23/06/2026
sukcespisanyszminka.pl,biuro@sukcespisanyszminka.pl,,,biuro@sukcespisanyszminka.pl,https://sukcespisanyszminka.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
czasnagdansk.pl,,,,,,12,,no_email_found,Lifestyle,,yes,no_email_found,,,,23/06/2026
purepc.pl,,,,,,12,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
weranda.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
nowypoznan.pl,,,,,,12,,no_email_found,Technology,,yes,no_email_found,,,,23/06/2026
viva.pl,,,,,,12,,no_email_found,Lifestyle,,yes,no_email_found,,,,23/06/2026
mamotoja.pl,,,,,,12,,no_email_found,Sports,,yes,no_email_found,,,,23/06/2026
topagrar.pl,,,,,,12,,no_email_found,Technology,,yes,no_email_found,Yes,https://topagrar.pl,,23/06/2026
misyjne.pl,redakcja@misyjnedrogi.pl,,,redakcja@misyjnedrogi.pl,https://misyjne.pl,12,scraper,needs_manual_check,Blog / Content Site,medium,yes,domain_mismatch,,,,23/06/2026
magazynbiomasa.pl,biuro@magazynbiomasa.pl,redakcja@magazynbiomasa.pl,beata.klimczak@magazynbiomasa.pl,biuro@magazynbiomasa.pl | redakcja@magazynbiomasa.pl | beata.klimczak@magazynbiomasa.pl | j.kaminska@magazynbiomasa.pl | rafal.wasowicz@magazynbiomasa.pl | prenumerata@magazynbiomasa.pl | sale@biomassmediagroup.com | agnieszka.keczkowska@biomassmediagroup.pl | m.roik@biomassmediagroup.com | m.kosinski@biomassmediagroup.com | biuro@biomassmediagroup.pl | biuro@biomssmediagroup.pl,https://magazynbiomasa.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
przewodnik-katolicki.pl,przewodnik@swietywojciech.pl,sekretariat.pk@swietywojciech.pl,,przewodnik@swietywojciech.pl | sekretariat.pk@swietywojciech.pl,https://przewodnik-katolicki.pl,12,scraper,needs_manual_check,General / Other,medium,yes,unclassified_niche; domain_mismatch,,,,23/06/2026
pudelek.pl,,,,,,12,,no_email_found,Lifestyle,,yes,no_email_found,,,,23/06/2026
lublin4you.pl,,,,,,12,,no_email_found,Lifestyle,,yes,no_email_found,,,,23/06/2026
podlasie24.pl,,,,,,12,,no_email_found,Entertainment,,yes,no_email_found,,,,23/06/2026
rdn.pl,info@rdn.pl,sacz@rdn.pl,,info@rdn.pl | sacz@rdn.pl,https://rdn.pl,12,scraper,verified,Entertainment,high,,,,,,23/06/2026
strefabydgoszcz.com.pl,,,,,,0,blocked:pharmaceutical+pharma,skipped_irrelevant,Health / Medical,,,,,,,23/06/2026
wspinanie.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
i-apteka.pl,,,,,,0,blocked:clinic+pharma,skipped_irrelevant,Health / Medical,,,,,,,23/06/2026
ox.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,Yes,https://ox.pl,,23/06/2026
zielonyogrodek.pl,sklep@zielonyogrodek.pl,pawel.romanowski@zielonyogrodek.pl,malgorzata.wojcik@zielonyogrodek.pl,sklep@zielonyogrodek.pl | pawel.romanowski@zielonyogrodek.pl | malgorzata.wojcik@zielonyogrodek.pl | avt@avt.pl | szymon.narozniak@avt.pl,https://zielonyogrodek.pl/contact,12,scraper,verified,General / Other,high,yes,unclassified_niche,Yes,https://zielonyogrodek.pl/contact,,23/06/2026
adonai.pl,,,,,,6,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
twoje-miasto.pl,,,,,,12,,no_email_found,Technology,,yes,no_email_found,,,,23/06/2026
wszczecinie.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
mazury24.eu,,,,,,0,blocked:hotel+motel,skipped_irrelevant,Hotels / Accommodation,,,,,,,23/06/2026
torun.com.pl,julian.krzyzanowski@pepsico.com,warszawa.dyrektor@pck.org,,julian.krzyzanowski@pepsico.com | warszawa.dyrektor@pck.org,https://www.torun.com.pl/77548/pepsico-i-fundacja-pepsico-zawiazuja-partnerstwo-z-polskim-czerwonym-krzyzem-w-celu-przeciwdzialania-kryzysowi-bezpieczenstwa-zywnosciowego-wsrod-najbardziej-potrzebujacych,12,scraper,needs_manual_check,Technology,medium,yes,domain_mismatch,Yes,https://torun.com.pl/contact,,23/06/2026
gethome.pl,biuro@gethome.pl,,,biuro@gethome.pl,https://gethome.pl,12,scraper,verified,Blog / Content Site,high,,,,,,23/06/2026
historia.org.pl,english@history.org.pl,,,english@history.org.pl,https://historia.org.pl/about,12,scraper,needs_manual_check,Blog / Content Site,medium,yes,domain_mismatch,,,,23/06/2026
tuwroclaw.com,,,,,,12,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
5v.pl,news@5v.pl,,,news@5v.pl,,13,smtp_guess,needs_manual_check,Blog / Content Site,low,yes,smtp_guess,,,2006-05-02,23/06/2026
poradnikogrodniczy.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,Yes,https://poradnikogrodniczy.pl,,23/06/2026
energetyka24.com,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
allplayer.org,info@allplayer.com,,,info@allplayer.com,https://allplayer.org/contact,12,scraper,needs_manual_check,Technology,medium,yes,domain_mismatch,Yes,https://allplayer.org,,23/06/2026
politykazdrowotna.com,,,,,,12,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
mobirank.pl,kontakt@mobirank.pl,,,kontakt@mobirank.pl,https://mobirank.pl,12,scraper,verified,Blog / Content Site,high,,,,,,23/06/2026
czasnawnetrze.pl,,,,,,12,,no_email_found,News / Media,,yes,no_email_found,,,,23/06/2026
domogro.pl,,,,,,12,,no_email_found,Finance / Business,,yes,no_email_found,,,,23/06/2026
rmfmaxx.pl,redakcja@rmfmaxx.pl,,,redakcja@rmfmaxx.pl,https://rmfmaxx.pl,12,scraper,verified,Lifestyle,high,,,,,,23/06/2026
comperia.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,Yes,https://comperia.pl,,23/06/2026
doxa.fm,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
swiattechnologii.pl,,,,,,12,,no_email_found,Technology,,yes,no_email_found,,,,23/06/2026
mamadu.pl,agnieszka.miastowska@mamadu.pl,kontakt@mamadu.pl,justyna.cytrynska@natemat.pl,agnieszka.miastowska@mamadu.pl | kontakt@mamadu.pl | justyna.cytrynska@natemat.pl | patronaty@natemat.pl,https://mamadu.pl/contact,12,scraper,verified,News / Media,high,,,,,,23/06/2026
bieganie.pl,redakcja@bieganie.pl,,,redakcja@bieganie.pl,https://bieganie.pl,12,scraper,verified,Lifestyle,high,,,,,,23/06/2026
radiorodzina.pl,studio@radiorodzina.pl,reporter@radiorodzina.pl,,studio@radiorodzina.pl | reporter@radiorodzina.pl,https://radiorodzina.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
legalhelp.pl,kontakt@legalhelp.pl,,,kontakt@legalhelp.pl,https://legalhelp.pl,12,scraper,verified,Blog / Content Site,high,,,,,,23/06/2026
blizejprzedszkola.pl,,,,,,0,blocked:pub,skipped_irrelevant,Bar / Pub,,,,,,,23/06/2026
naszsmyk.pl,,,,,,12,,no_email_found,Technology,,yes,no_email_found,,,,23/06/2026
ratingcaptain.com,support@ratingcaptain.com,sales@ratingcaptain.com,,support@ratingcaptain.com | sales@ratingcaptain.com,https://ratingcaptain.com,12,scraper,verified,Blog / Content Site,high,,,,,,23/06/2026
tabletowo.pl,redakcja@tabletowo.pl,,,redakcja@tabletowo.pl,https://tabletowo.pl,12,scraper,verified,Entertainment,high,,,,,,23/06/2026
agropolska.pl,,,,,,0,blocked:resort,skipped_irrelevant,Hotels / Accommodation,,,,,,,23/06/2026
o.pl,,,,,,12,,no_email_found,Lifestyle,,yes,no_email_found,,,,23/06/2026
wiez.pl,,,,,,12,,no_email_found,Blog / Content Site,,yes,no_email_found,,,,23/06/2026
dentonet.pl,dentonet@dentonet.pl,,,dentonet@dentonet.pl,https://dentonet.pl,12,scraper,verified,Technology,high,,,,,,23/06/2026
portalkomunalny.pl,,,,,,12,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
internetstandard.pl,,,,,,12,,no_email_found,Technology,,yes,no_email_found,,,,23/06/2026
technologia-swiat.pl,redakcja@technologia-swiat.pl,,,redakcja@technologia-swiat.pl,https://technologia-swiat.pl,12,scraper,verified,Technology,high,,,,,,23/06/2026
komisslubny.pl,kontakt@wxq.pl,,,kontakt@wxq.pl,https://komisslubny.pl,12,scraper,needs_manual_check,Blog / Content Site,medium,yes,domain_mismatch,Yes,https://komisslubny.pl,,23/06/2026
podhale24.pl,media@podhale24.pl,,,media@podhale24.pl,,12,smtp_guess,needs_manual_check,,low,yes,unclassified_niche; smtp_guess,,,,23/06/2026
portaloswiatowy.pl,,,,,,12,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
gram.pl,,,,,,0,blocked:pub,skipped_irrelevant,Bar / Pub,,,,,,,23/06/2026
magazif.com,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,Yes,https://magazif.com,,23/06/2026
bulldogjob.pl,,,,,,0,blocked:job board,skipped_irrelevant,Job Portals,,,,,,,23/06/2026
idziemy.pl,,,,,,12,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
300gospodarka.pl,,,,,,12,,no_email_found,Technology,,yes,no_email_found,,,,23/06/2026
lublin112.pl,alarm@lublin112.pl,,,alarm@lublin112.pl,https://lublin112.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
calisia.pl,redakcja@calisia.pl,,,redakcja@calisia.pl,https://calisia.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
mobiletrends.pl,,,,,,12,smtp_catchall,no_email_found,General / Other,low,yes,unclassified_niche; smtp_catchall,,,,23/06/2026
magazynpismo.pl,,,,,,0,blocked:pub,skipped_irrelevant,Bar / Pub,,,,,,,23/06/2026
sardynkibiznesu.pl,,,,,,12,,no_email_found,Blog / Content Site,,yes,no_email_found,Yes,https://sardynkibiznesu.pl,,23/06/2026
sercadlamaluszka.pl,biuro@sercadlamaluszka.pl,sercadlamaluszka@gmail.com,iod@legalden.pl,biuro@sercadlamaluszka.pl | sercadlamaluszka@gmail.com | iod@legalden.pl,https://sercadlamaluszka.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,Yes,https://sercadlamaluszka.pl,,23/06/2026
oknonet.pl,info@oknonet.pl,adamka904@gmail.com,,info@oknonet.pl | adamka904@gmail.com,https://oknonet.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
nadmorski24.pl,info@nadmorski24.pl,,,info@nadmorski24.pl,,12,smtp_guess,needs_manual_check,General / Other,low,yes,unclassified_niche; smtp_guess,,,,23/06/2026
legalniewsieci.pl,biuro@legalniewsieci.pl,,,biuro@legalniewsieci.pl,https://legalniewsieci.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,Yes,https://legalniewsieci.pl,,23/06/2026
maratonypolskie.pl,,,,,,12,,no_email_found,Technology,,yes,no_email_found,,,,23/06/2026
plastech.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
joemonster.org,info@joemonster.org,,,info@joemonster.org,,12,smtp_guess,needs_manual_check,Blog / Content Site,low,yes,smtp_guess,,,,23/06/2026
marketingibiznes.pl,,,,,,12,,no_email_found,Technology,,yes,no_email_found,,,,23/06/2026
gazeta.myslenice.pl,,,,,,13,,no_email_found,,,yes,unclassified_niche; no_email_found,,,2004-02-04,23/06/2026
fly4free.pl,,,,,,0,blocked:ryanair,skipped_irrelevant,Flight Booking,,,,,,,23/06/2026
rynek-ksiazki.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
epozytywnaopinia.pl,kontakt@epozytywnaopinia.pl,,,kontakt@epozytywnaopinia.pl,https://epozytywnaopinia.pl,12,scraper,verified,Lifestyle,high,,,Yes,https://epozytywnaopinia.pl,,23/06/2026
mojagdynia.com,,,,,,12,,no_email_found,Lifestyle,,yes,no_email_found,,,,23/06/2026
fashionbiznes.pl,kontakt@fashionbiznes.pl,,,kontakt@fashionbiznes.pl,https://fashionbiznes.pl,12,scraper,verified,Lifestyle,high,,,,,,23/06/2026
luxuryproducts.pl,biuro@luxuryproducts.pl,,,biuro@luxuryproducts.pl,https://luxuryproducts.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
programy.net.pl,,,,,,12,,no_email_found,Blog / Content Site,,yes,no_email_found,Yes,https://expressivo-jacek.programy.net.pl,,23/06/2026
wspolnota.org.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
greinplast.pl,krasne@greinplast.pl,sekretariat@greinplast.pl,marketing@greinplast.pl,krasne@greinplast.pl | sekretariat@greinplast.pl | marketing@greinplast.pl,https://greinplast.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
tygodnik-rolniczy.pl,,,,,,12,,no_email_found,Technology,,yes,no_email_found,Yes,https://tygodnik-rolniczy.pl,,23/06/2026
mobi.portel.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
franchising.pl,redakcja@franchising.pl,expresspizzawro@gmail.com,franczyza@haircutexpress.pl,redakcja@franchising.pl | expresspizzawro@gmail.com | franczyza@haircutexpress.pl | partner@expresshouse.pl | franczyza@bestpresso.com.pl | grzegorz.tokarczyk@ferax.com.pl | wspolpraca@dus.net.pl,https://franchising.pl/franczyza/1486/haircut-express/,12,scraper,verified,General / Other,high,yes,unclassified_niche,Yes,https://franchising.pl,,23/06/2026
e-prawnik.pl,biuro@e-prawnik.pl,,,biuro@e-prawnik.pl,https://e-prawnik.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
mamopracuj.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
biznesfinder.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,Yes,https://biznesfinder.pl,,23/06/2026
nameme.pl,,,,,,12,,no_email_found,Lifestyle,,yes,no_email_found,,,,23/06/2026
szkolnictwo.pl,zmiany@szkolnictwo.pl,platforma@szkolnictwo.pl,,zmiany@szkolnictwo.pl | platforma@szkolnictwo.pl,https://szkolnictwo.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,Yes,https://szkolnictwo.pl,,23/06/2026
logistyka.net.pl,,,,,,12,smtp_catchall,no_email_found,Technology,low,yes,smtp_catchall,Yes,https://logistyka.net.pl,,23/06/2026
jaw.pl,,,,,,12,,no_email_found,Blog / Content Site,,yes,no_email_found,Yes,https://jaw.pl,,23/06/2026
karpacz.net,,,,,,6,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
poezja.org,,,,,,12,smtp_catchall,no_email_found,,low,yes,unclassified_niche; smtp_catchall,,,,23/06/2026
dimaq.pl,kontakt@dimaq.eu,,,kontakt@dimaq.eu,https://dimaq.pl,12,scraper,needs_manual_check,Technology,medium,yes,domain_mismatch,,,,23/06/2026
swiatprzychodni.pl,artykuly@swiatprzychodni.pl,,,artykuly@swiatprzychodni.pl,https://swiatprzychodni.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
geoforum.pl,,,,,,13,smtp_catchall,no_email_found,General / Other,low,yes,unclassified_niche; smtp_catchall,,,2007-07-29,23/06/2026
rodzice.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
hematoonkologia.pl,info@hematoonkologia.pl,,,info@hematoonkologia.pl,https://hematoonkologia.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
autobezpieczniki.pl,,,,,,12,,no_email_found,Blog / Content Site,,yes,no_email_found,,,,23/06/2026
proto.pl,,,,,,12,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
kochanydom.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
kolorowanki.net.pl,,,,,,13,,no_email_found,,,yes,unclassified_niche; no_email_found,,,2015-11-03,23/06/2026
forumbiznesu.pl,,,,,,12,,no_email_found,Lifestyle,,yes,no_email_found,,,,23/06/2026
audio.com.pl,avt@avt.pl,,,avt@avt.pl,https://audio.com.pl,12,scraper,needs_manual_check,Entertainment,medium,yes,domain_mismatch,,,,23/06/2026
sadyogrody.pl,redakcja@sadyogrody.pl,kontakt@ptwp.pl,,redakcja@sadyogrody.pl | kontakt@ptwp.pl,https://sadyogrody.pl,12,scraper,verified,Technology,high,,,,,,23/06/2026
wrotaopolszczyzny.pl,,,,,,12,,no_email_found,Lifestyle,,yes,no_email_found,,,,23/06/2026
wspieramrozwoj.pl,,,,,,12,,no_email_found,Technology,,yes,no_email_found,,,,23/06/2026
party.pl,,,,,,12,,no_email_found,Lifestyle,,yes,no_email_found,,,,23/06/2026
horecatrends.pl,kontakt@ptwp.pl,,,kontakt@ptwp.pl,https://horecatrends.pl,12,scraper,needs_manual_check,Food & Drink,medium,yes,domain_mismatch,,,,23/06/2026
nettg.pl,,,,,,12,,no_email_found,Entertainment,,yes,no_email_found,,,,23/06/2026
lodz.travel,it@lodz.travel,,,it@lodz.travel,https://lodz.travel,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
administrator24.info,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
portalzp.pl,,,,,,0,blocked:pub,skipped_irrelevant,Bar / Pub,,,,,,,23/06/2026
agrofakt.pl,sekretariat@adagri.com,,,sekretariat@adagri.com,https://agrofakt.pl,12,scraper,needs_manual_check,Technology,medium,yes,domain_mismatch,,,,23/06/2026
kmag.pl,redakcja@kmag.pl,,,redakcja@kmag.pl,https://kmag.pl,12,scraper,verified,Entertainment,high,,,,,,23/06/2026
radiokolor.pl,sekretariat@radiokolor.pl,,,sekretariat@radiokolor.pl,https://radiokolor.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
flashscore.pl,news@flashscore.pl,info@flashscore.pl,,news@flashscore.pl | info@flashscore.pl,,12,smtp_guess,needs_manual_check,Sports,low,yes,smtp_guess,,,,23/06/2026
scigacz.pl,redakcja@scigacz.pl,dominika@scigacz.pl,,redakcja@scigacz.pl | dominika@scigacz.pl,https://scigacz.pl,12,scraper,verified,Technology,high,,,Yes,http://www.scigacz.pl/zdjecia/F/gallery/aktualnosci/Mistrzostwa_Swiata_FMX_pierwszy_raz_w_Polsce/Bartek_Oglaza_Diverse_Extreme_Team_na_zawodach_NOTJ_w_Berlinie.jpg.html,,23/06/2026
oyh.pl,,,,,,12,,no_email_found,Technology,,yes,no_email_found,Yes,https://oyh.pl,,23/06/2026
girlbosskie.pl,,,,,,6,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
rynekinfrastruktury.pl,kontakt@rynekinfrastruktury.pl,,,kontakt@rynekinfrastruktury.pl,https://rynekinfrastruktury.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
nadmorze.pl,,,,,,0,blocked:hotel+hostel,skipped_irrelevant,Hotels / Accommodation,,,,,,,23/06/2026
biuroprasowe.pl,kontakt@whitepress.com,,,kontakt@whitepress.com,https://biuroprasowe.pl,12,scraper,needs_manual_check,Technology,medium,yes,domain_mismatch,,,,23/06/2026
demotywatory.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
liderbudowlany.pl,biuro@liderbudowlany.pl,,,biuro@liderbudowlany.pl,https://liderbudowlany.pl,12,scraper,verified,Technology,high,,,,,,23/06/2026
gsmmaniak.pl,news@gsmmaniak.pl,,,news@gsmmaniak.pl,,12,smtp_guess,needs_manual_check,General / Other,low,yes,unclassified_niche; smtp_guess,,,,23/06/2026
e-petrol.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
radiopodlasie.pl,sekretariat@radiopodlasie.pl,,,sekretariat@radiopodlasie.pl,https://radiopodlasie.pl,12,scraper,verified,News / Media,high,,,Yes,https://radiopodlasie.pl,,23/06/2026
jobs.pl,,,,,,0,blocked:pub,skipped_irrelevant,Bar / Pub,,,,,,,23/06/2026
niechorze.pl,,,,,,6,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
rajska-wyspa.pl,,,,,,6,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
